date,outflow(m3/d),avg_temp(C)
2011-06-06,565060158.2592001,10.43
2011-06-07,573305104.2816,10.81
2011-06-08,592388362.1376,10.6
2011-06-09,593391456.4608,10.53
2011-06-10,596449670.8607999,10.58
2011-06-11,614896820.1216,10.58
2011-06-12,623582149.0175999,10.68
2011-06-13,629184797.7984,10.87
2011-06-14,638555166.72,10.73
2011-06-15,641931435.4175999,10.68
2011-06-16,643546172.6208,10.71
2011-06-17,641515518.2592,10.8
2011-06-18,638359440.9984,10.74
2011-06-19,641931435.4175999,10.84
2011-06-20,643546172.6208,11.01
2011-06-21,641417655.3984001,11.32
2011-06-22,642029298.2784001,11.57
2011-06-23,644573732.6592,11.92
2011-06-24,639974178.2016,11.91
2011-06-25,635301226.5984,12.04
2011-06-26,623361957.5807999,11.99
2011-06-27,612156660.0192001,12.04
2011-06-28,615508463.0016,12.41
2011-06-29,623459820.4416,12.75
2011-06-30,,12.85
2011-07-01,,12.95
2011-07-02,,13.08
2011-07-03,604401028.3008,13.45
2011-07-04,593293593.6,13.63
2011-07-05,595642302.2592,14.13
2011-07-06,600217391.0016,14.46
2011-07-07,613061891.4816,14.64
2011-07-08,625514940.5184,14.88
2011-07-09,626640363.4175999,14.95
2011-07-10,595935890.8416001,14.86
2011-07-11,517963656.4992,14.31
2011-07-12,519994310.8608,14.22
2011-07-13,502256667.3407999,14.59
2011-07-14,490244001.1776,14.78
2011-07-15,483515929.4976,14.7
2011-07-16,450169159.68000007,14.33
2011-07-17,444052730.88,14.88
2011-07-18,443441088.0,15.51
2011-07-19,442927307.9808,15.74
2011-07-20,455991999.89760005,16.14
2011-07-21,438352219.2384,16.11
2011-07-22,431526284.6976,15.78
2011-07-23,415501241.2416,16.14
2011-07-24,411537795.3792,16.24
2011-07-25,399720854.9376,15.8
2011-07-26,394705383.3216,15.65
2011-07-27,386876354.4576,15.69
2011-07-28,395121300.48,16.31
2011-07-29,388907008.8192,16.37
2011-07-30,386656163.0208,16.18
2011-07-31,373102156.8,16.05
2011-08-01,366790002.2784,16.15
2011-08-02,357908947.66080004,16.56
2011-08-03,343449709.97760004,17.0
2011-08-04,322653852.0576,17.0
2011-08-05,317344791.8592,17.26
2011-08-06,323265494.9376,17.4
2011-08-07,337724732.6208,17.45
2011-08-08,338654429.7984,17.88
2011-08-09,325100423.5776,18.08
2011-08-10,332219946.7008,18.07
2011-08-11,320818923.4176,17.6
2011-08-12,324880232.1408,18.42
2011-08-13,306751137.1776,18.16
2011-08-14,304916208.5375999,17.51
2011-08-15,305919302.8608,17.54
2011-08-16,311840005.9392,18.36
2011-08-17,310518857.3184,18.44
2011-08-18,,17.75
2011-08-19,,18.14
2011-08-20,,18.44
2011-08-21,,18.09
2011-08-22,,17.47
2011-08-23,,17.8
2011-08-24,,18.23
2011-08-25,262101206.9376,17.88
2011-08-26,256914475.31520003,17.7
2011-08-27,255666723.84,18.27
2011-08-28,246198492.0576,18.11
2011-08-29,253538206.6176,18.08
2011-08-30,244167837.696,17.97
2011-08-31,237390834.5856,18.36
2011-09-01,224595265.536,18.6
2011-09-02,204411050.496,18.53
2011-09-03,204484447.6416,18.36
2011-09-04,195065147.2896,18.16
2011-09-05,196582021.632,17.97
2011-09-06,199811496.0384,17.51
2011-09-07,199224318.8736,17.47
2011-09-08,199566838.8864,17.61
2011-09-09,198783936.0,17.56
2011-09-10,185914969.8048,17.55
2011-09-11,187431844.1472,17.8
2011-09-12,188581732.7616,17.8
2011-09-13,191101701.4272,17.84
2011-09-14,206343841.9968,18.08
2011-09-15,201083713.2288,17.73
2011-09-16,198049964.54400003,17.15
2011-09-17,187774364.16,16.64
2011-09-18,175296849.408,16.3
2011-09-19,182661029.6832,16.47
2011-09-20,195676790.1696,16.74
2011-09-21,168935763.456,16.45
2011-09-22,173657646.48960003,16.58
2011-09-23,178550789.5296,16.04
2011-09-24,175541506.55999997,15.45
2011-09-25,159614325.9648,15.35
2011-09-26,169400612.04479998,15.68
2011-09-27,185914969.8048,15.49
2011-09-28,189756087.0912,14.41
2011-09-29,188263678.464,14.65
2011-09-30,191786741.4528,15.06
2011-10-01,187652035.584,15.13
2011-10-02,195236407.296,15.22
2011-10-03,187236118.4256,15.19
2011-10-04,202992039.0144,15.29
2011-10-05,206612964.864,15.17
2011-10-06,201206041.8048,15.09
2011-10-07,209622247.8336,15.08
2011-10-08,201401767.5264,14.85
2011-10-09,192227124.3264,14.69
2011-10-10,194771558.7072,14.31
2011-10-11,192398384.33280003,13.43
2011-10-12,200154016.0512,13.43
2011-10-13,198930730.2912,13.45
2011-10-14,195872515.8912,13.23
2011-10-15,187064858.4192,13.03
2011-10-16,185743709.7984,12.82
2011-10-17,191884604.31360003,12.67
2011-10-18,192373918.6176,12.6
2011-10-19,197364924.5184,12.49
2011-10-20,202086807.552,12.39
2011-10-21,199077524.5824,12.28
2011-10-22,202918641.8688,12.06
2011-10-23,194624764.416,11.75
2011-10-24,193156821.504,11.58
2011-10-25,193156821.504,11.53
2011-10-26,193230218.64960003,11.38
2011-10-27,197144733.0816,11.2
2011-10-28,209597782.1184,10.8
2011-10-29,199199853.1584,10.44
2011-10-30,204900364.8,9.62
2011-10-31,216961962.3936,9.7
2011-11-01,204019599.0528,9.18
2011-11-02,209475453.54240003,9.4
2011-11-03,213830350.848,9.37
2011-11-04,209891370.7008,8.77
2011-11-05,212558133.6576,8.86
2011-11-06,218674562.4576,8.88
2011-11-07,212998516.5312,8.72
2011-11-08,209744576.4096,8.67
2011-11-09,191199564.288,8.29
2011-11-10,191272961.4336,8.01
2011-11-11,199175387.4432,7.73
2011-11-12,197536184.5248,7.02
2011-11-13,193866327.2448,7.1
2011-11-14,196851144.4992,7.46
2011-11-15,199126456.0128,7.35
2011-11-16,208398962.0736,7.2
2011-11-17,219359602.48319995,7.15
2011-11-18,200325276.0576,6.87
2011-11-19,191811207.168,6.55
2011-11-20,196141638.7584,6.45
2011-11-21,199028593.15199995,6.42
2011-11-22,198661607.424,6.25
2011-11-23,210429616.4352,6.21
2011-11-24,210111562.1376,6.08
2011-11-25,207591593.472,6.0
2011-11-26,209084002.0992,5.75
2011-11-27,188728527.0528,5.8
2011-11-28,196166104.47360003,5.64
2011-11-29,194380107.264,5.62
2011-11-30,185792641.2288,5.8
2011-12-01,190685784.2688,5.64
2011-12-02,182930152.5504,5.56
2011-12-03,190441127.1168,5.43
2011-12-04,190416661.4016,5.42
2011-12-05,202453793.28,5.25
2011-12-06,206001321.984,5.15
2011-12-07,212044353.6384,4.91
2011-12-08,209499919.2576,4.83
2011-12-09,216472648.0896,4.73
2011-12-10,220387162.5216,4.59
2011-12-11,237023848.8576,4.68
2011-12-12,238418394.624,4.68
2011-12-13,236730260.2752,4.67
2011-12-14,242186114.7648,4.69
2011-12-15,249060980.736,4.67
2011-12-16,247593037.824,4.65
2011-12-17,224913319.8336,4.79
2011-12-18,230491502.8992,4.72
2011-12-19,231225474.3552,4.72
2011-12-20,230051120.0256,4.71
2011-12-21,237978011.7504,4.54
2011-12-22,238026943.1808,4.4
2011-12-23,235237851.648,4.26
2011-12-24,218821356.7488,4.19
2011-12-25,219530862.4896,4.18
2011-12-26,223151788.3392,4.05
2011-12-27,231054214.3488,3.97
2011-12-28,242650963.3536,3.96
2011-12-29,242528634.7776,4.01
2011-12-30,245831506.3296,4.02
2011-12-31,235727165.952,3.86
2012-01-01,224105951.232,3.83
2012-01-02,222613542.6048,3.79
2012-01-03,222858199.7568,3.78
2012-01-04,230638297.1904,3.65
2012-01-05,221023271.1168,3.7
2012-01-06,224350608.384,3.6
2012-01-07,218013988.1472,3.63
2012-01-08,211359313.6128,3.69
2012-01-09,219432999.6288,3.61
2012-01-10,214368596.5824,3.56
2012-01-11,214148405.1456,3.29
2012-01-12,217793796.7104,3.15
2012-01-13,215885470.9248,3.15
2012-01-14,223690034.0736,3.24
2012-01-15,241598937.6,3.21
2012-01-16,243458331.95520005,3.07
2012-01-17,260095018.2912,2.92
2012-01-18,269783441.5104,2.66
2012-01-19,269538784.3584,2.4
2012-01-20,249501363.60960004,2.44
2012-01-21,231078680.064,2.61
2012-01-22,225573894.144,2.73
2012-01-23,223641102.64319995,2.77
2012-01-24,225916414.15680003,2.67
2012-01-25,221390256.8448,2.75
2012-01-26,221561516.8512,2.82
2012-01-27,217842728.1408,2.7
2012-01-28,208790413.5168,2.63
2012-01-29,190416661.4016,2.75
2012-01-30,196484158.77120003,2.81
2012-01-31,195138544.4352,2.86
2012-02-01,197731910.2464,2.9
2012-02-02,194013121.53599995,2.96
2012-02-03,192276055.75680003,2.95
2012-02-04,185425655.50080004,2.93
2012-02-05,172067375.0016,2.9
2012-02-06,178012543.79520005,2.79
2012-02-07,175884026.5728,2.81
2012-02-08,174049097.9328,2.85
2012-02-09,173461920.76800004,3.0
2012-02-10,173119400.7552,3.09
2012-02-11,171700389.2736,3.14
2012-02-12,175908492.28800002,3.0
2012-02-13,189144444.21120003,2.86
2012-02-14,190098607.104,2.72
2012-02-15,188434938.4704,2.68
2012-02-16,189853949.952,2.53
2012-02-17,187578638.43840003,2.64
2012-02-18,177351969.48479998,2.76
2012-02-19,183517329.7152,2.93
2012-02-20,186869132.6976,3.05
2012-02-21,180801635.328,3.12
2012-02-22,183199275.4176,3.05
2012-02-23,188801924.1984,2.97
2012-02-24,189193375.6416,2.83
2012-02-25,175981889.4336,2.81
2012-02-26,168691106.304,2.82
2012-02-27,176911586.61119998,2.67
2012-02-28,182807823.9744,2.69
2012-02-29,175468109.41439998,2.7
2012-03-01,174146960.79360002,2.82
2012-03-02,169498474.90559998,2.81
2012-03-03,168397517.7216,2.9
2012-03-04,172556689.3056,2.99
2012-03-05,182514235.392,2.99
2012-03-06,183688589.7216,2.97
2012-03-07,187162721.28,2.88
2012-03-08,167785874.8416,3.01
2012-03-09,163284183.24479997,3.14
2012-03-10,168788969.1648,3.23
2012-03-11,181535606.784,3.32
2012-03-12,197756375.9616,3.23
2012-03-13,188875321.344,3.29
2012-03-14,198783936.0,3.28
2012-03-15,188679595.6224,3.33
2012-03-16,188826389.91360003,3.42
2012-03-17,193719532.9536,3.45
2012-03-18,208961673.5232,3.52
2012-03-19,223983622.656,3.56
2012-03-20,221365791.1296,3.6
2012-03-21,221243462.5536,3.56
2012-03-22,228901231.4112,3.6
2012-03-23,226576988.4672,3.92
2012-03-24,231567994.368,3.88
2012-03-25,236779191.7056,3.89
2012-03-26,245758109.184,3.87
2012-03-27,251483086.54080003,3.9
2012-03-28,257208063.8976,4.03
2012-03-29,252314920.8576,4.06
2012-03-30,248082352.128,4.23
2012-03-31,250871443.66080004,4.3
2012-04-01,228142794.24,4.4
2012-04-02,204117461.9136,4.45
2012-04-03,209915836.416,4.52
2012-04-04,220240368.2304,4.55
2012-04-05,210331753.5744,4.55
2012-04-06,216350319.5136,4.7
2012-04-07,221243462.5536,4.86
2012-04-08,213243173.6832,4.92
2012-04-09,212166682.2144,5.03
2012-04-10,212533667.94240004,5.11
2012-04-11,214221802.2912,5.29
2012-04-12,225989811.3024,5.55
2012-04-13,236216480.256,5.73
2012-04-14,234063497.31840003,5.83
2012-04-15,241036226.1504,5.95
2012-04-16,255006149.5296,6.07
2012-04-17,258627075.3792,6.15
2012-04-18,263006438.4,6.22
2012-04-19,292463159.5008,6.25
2012-04-20,279936713.3184,6.22
2012-04-21,283998022.04160005,6.47
2012-04-22,291753653.76,6.71
2012-04-23,301026159.8208,6.98
2012-04-24,317760709.0176,7.31
2012-04-25,350667095.9616,7.56
2012-04-26,366178359.3984,7.73
2012-04-27,405935146.5984,7.93
2012-04-28,409605003.8784,8.07
2012-04-29,415109789.7984,8.11
2012-04-30,419782741.4016,8.08
2012-05-01,435807784.8576,7.52
2012-05-02,433141021.9008,7.69
2012-05-03,429984944.6400001,7.68
2012-05-04,420712438.5792,7.47
2012-05-05,427244784.5375999,7.22
2012-05-06,413176998.2976,7.18
2012-05-07,406742515.2000001,7.45
2012-05-08,399109212.0576,7.8
2012-05-09,401042003.5583999,8.13
2012-05-10,381860882.8416,8.21
2012-05-11,386754025.8816,8.66
2012-05-12,391769497.4976,8.88
2012-05-13,385946657.28,8.91
2012-05-14,386754025.8816,8.84
2012-05-15,400944140.6976,9.37
2012-05-16,422743092.9408,9.91
2012-05-17,437838439.2192,10.09
2012-05-18,431526284.6976,10.32
2012-05-19,436419427.7376,10.4
2012-05-20,436419427.7376,10.5
2012-05-21,434682361.9584,10.34
2012-05-22,458634297.1392,10.1
2012-05-23,463943357.33760005,9.93
2012-05-24,461276594.3808,9.95
2012-05-25,453545428.3775999,9.83
2012-05-26,459539528.60160005,9.6
2012-05-27,449141599.6416,9.82
2012-05-28,445276016.64,10.27
2012-05-29,446083385.2416,10.54
2012-05-30,420296521.4208,10.58
2012-05-31,394313931.8784,10.69
2012-06-01,401555783.5776,10.55
2012-06-02,406130872.32000005,10.55
2012-06-03,429887081.7792001,10.8
2012-06-04,418877509.9392,10.85
2012-06-05,454646385.5616,11.19
2012-06-06,529487008.3584,10.83
2012-06-07,542845288.8576,10.37
2012-06-08,543456931.7376,10.27
2012-06-09,542845288.8576,9.62
2012-06-10,541206085.9392,9.68
2012-06-11,531933579.8784,10.15
2012-06-12,514391662.08,10.07
2012-06-13,511235584.8192,10.13
2012-06-14,517963656.4992,10.41
2012-06-15,518673162.24,10.62
2012-06-16,528165859.7376,10.85
2012-06-17,548643663.36,10.99
2012-06-18,560460603.8016001,10.96
2012-06-19,593905236.48,11.42
2012-06-20,586981439.0784,11.44
2012-06-21,586051741.9008,11.49
2012-06-22,585048647.5776,11.65
2012-06-23,629380523.5200001,12.0
2012-06-24,683205096.96,11.93
2012-06-25,671290293.6576,12.29
2012-06-26,675351602.3808,12.59
2012-06-27,683816739.84,12.34
2012-06-28,687902514.2784001,12.04
2012-06-29,675351602.3808,11.92
2012-06-30,648341452.8,11.52
2012-07-01,660476447.5392,12.17
2012-07-02,672611442.2784001,12.68
2012-07-03,635399089.4591999,12.68
2012-07-04,625612803.3792001,12.61
2012-07-05,610003677.0816001,12.66
2012-07-06,594223290.7775999,12.95
2012-07-07,593489319.3216001,13.12
2012-07-08,590651296.3583999,13.33
2012-07-09,592168170.7008001,13.9
2012-07-10,587593081.9584,14.6
2012-07-11,582186158.8992001,15.37
2012-07-12,575555950.0799999,15.13
2012-07-13,582088296.0383999,14.86
2012-07-14,601342813.9008,14.92
2012-07-15,609000582.7584,14.72
2012-07-16,594712605.0816001,14.63
2012-07-17,597575093.76,15.38
2012-07-18,594614742.2207999,14.85
2012-07-19,600339719.5775999,14.91
2012-07-20,627349869.1584,14.7
2012-07-21,619300648.8576001,14.42
2012-07-22,601758731.0592,14.07
2012-07-23,591556527.8208,14.13
2012-07-24,574136938.5984,13.62
2012-07-25,565769664.0,13.85
2012-07-26,563029503.8975999,14.83
2012-07-27,540496580.1983999,15.22
2012-07-28,524985316.7616,15.79
2012-07-29,499198452.9408,16.08
2012-07-30,486158226.7392,15.82
2012-07-31,471894714.7776001,15.59
2012-08-01,451588171.16160005,15.82
2012-08-02,423061147.2383999,16.18
2012-08-03,415721432.6784,17.0
2012-08-04,399109212.0576,16.85
2012-08-05,384821234.3808,16.71
2012-08-06,373909525.4016,16.39
2012-08-07,378093162.7008,16.61
2012-08-08,374423305.4208,16.84
2012-08-09,384111728.64,16.91
2012-08-10,385139288.6783999,16.84
2012-08-11,371169365.2992,16.7
2012-08-12,362802090.7008,16.85
2012-08-13,367181453.7216,17.08
2012-08-14,356783524.7616,16.74
2012-08-15,366790002.2784,17.35
2012-08-16,365664579.3792,17.55
2012-08-17,358324864.81920004,17.37
2012-08-18,353431721.7792001,16.97
2012-08-19,349761864.49920005,17.33
2012-08-20,342617875.6608,17.19
2012-08-21,323143166.36160004,16.24
2012-08-22,322947440.64,15.94
2012-08-23,328256500.83839995,16.25
2012-08-24,322531523.48160005,16.03
2012-08-25,317638380.4416,16.97
2012-08-26,297870082.56,16.95
2012-08-27,308879654.4,17.07
2012-08-28,299607148.3392,16.69
2012-08-29,308977517.2608,16.5
2012-08-30,291949379.4816,16.73
2012-08-31,296744659.66080004,16.6
2012-09-01,283386379.1616,16.19
2012-09-02,269832372.9408,16.6
2012-09-03,263422355.5584,16.88
2012-09-04,269636647.2192,16.99
2012-09-05,266064652.8,16.91
2012-09-06,254100918.0672,16.89
2012-09-07,253171220.8896,16.73
2012-09-08,237366368.8704,16.49
2012-09-09,221537051.136,16.4
2012-09-10,230907420.0576,16.44
2012-09-11,225231374.1312,16.29
2012-09-12,237415300.30080003,16.35
2012-09-13,230956351.488,16.15
2012-09-14,236583465.984,16.05
2012-09-15,215371690.9056,16.03
2012-09-16,200276344.6272,16.22
2012-09-17,205071624.8064,16.26
2012-09-18,191052769.9968,16.12
2012-09-19,191077235.71199995,16.11
2012-09-20,185694778.36800003,15.98
2012-09-21,193328081.5104,16.05
2012-09-22,189633758.5152,16.04
2012-09-23,185841572.6592,15.94
2012-09-24,200423138.9184,16.01
2012-09-25,189413567.0784,15.97
2012-09-26,192178192.896,15.73
2012-09-27,193939724.3904,15.79
2012-09-28,191003838.5664,15.81
2012-09-29,170134583.5008,15.88
2012-09-30,141289505.28,15.92
2012-10-01,144543445.40159997,15.95
2012-10-02,150292888.4736,15.73
2012-10-03,152519268.5568,15.36
2012-10-04,150268422.7584,15.15
2012-10-05,160862077.44,15.13
2012-10-06,141436299.57119998,14.83
2012-10-07,153375568.5888,14.57
2012-10-08,164996783.30879998,14.44
2012-10-09,160886543.1552,14.23
2012-10-10,154378662.912,14.07
2012-10-11,139894959.5136,13.88
2012-10-12,149094068.42880002,13.81
2012-10-13,142904242.4832,13.75
2012-10-14,133925325.0048,13.64
2012-10-15,128738593.3824,13.69
2012-10-16,131674479.2064,13.52
2012-10-17,133705133.568,13.08
2012-10-18,134243379.3024,12.98
2012-10-19,154060608.6144,12.91
2012-10-20,181413278.20800003,12.73
2012-10-21,205218419.0976,12.44
2012-10-22,191272961.4336,12.16
2012-10-23,201524096.1024,11.95
2012-10-24,196606487.3472,11.83
2012-10-25,197193664.512,11.64
2012-10-26,199884893.184,11.43
2012-10-27,172679017.8816,11.21
2012-10-28,167296560.53759998,11.03
2012-10-29,154134005.76,10.85
2012-10-30,153204308.58239996,10.37
2012-10-31,174171426.50879997,10.38
2012-11-01,183052481.1264,10.25
2012-11-02,187798829.8752,10.25
2012-11-03,183174809.7024,10.14
2012-11-04,174954329.3952,10.16
2012-11-05,177865749.504,10.26
2012-11-06,171333403.54560003,10.25
2012-11-07,175517040.84479997,10.1
2012-11-08,177865749.504,9.95
2012-11-09,180434649.6,9.93
2012-11-10,176153149.44,9.65
2012-11-11,175419177.98399997,9.32
2012-11-12,152617131.4176,9.03
2012-11-13,177621092.35199997,8.99
2012-11-14,186477681.2544,8.74
2012-11-15,188801924.1984,8.53
2012-11-16,194404572.9792,8.42
2012-11-17,195652324.4544,8.35
2012-11-18,192300521.472,8.29
2012-11-19,191664412.8768,8.0
2012-11-20,190538989.9776,7.83
2012-11-21,212435805.0816,7.35
2012-11-22,214295199.4368,6.94
2012-11-23,207126744.8832,6.89
2012-11-24,201230507.52,7.21
2012-11-25,196533090.2016,7.17
2012-11-26,212191147.9296,6.93
2012-11-27,209328659.2512,6.83
2012-11-28,211946490.7776,6.85
2012-11-29,221365791.1296,6.84
2012-11-30,226772714.18879995,6.8
2012-12-01,235384645.9392,6.87
2012-12-02,272009821.5936,6.65
2012-12-03,270150427.23840004,6.65
2012-12-04,270859932.9792,6.75
2012-12-05,286053142.1184,6.73
2012-12-06,313577071.7184,6.59
2012-12-07,318983994.7776,6.48
2012-12-08,316635286.1184,6.27
2012-12-09,315607726.08,6.01
2012-12-10,302469637.0176,5.87
2012-12-11,296230879.6416,5.73
2012-12-12,289111356.51839995,5.65
2012-12-13,274725515.98080003,5.64
2012-12-14,278395373.2608,5.57
2012-12-15,289820862.2592,5.56
2012-12-16,278419838.97599995,5.63
2012-12-17,279007016.1408,5.53
2012-12-18,289625136.5376,5.41
2012-12-19,300732571.2384,5.3
2012-12-20,282579010.56,5.19
2012-12-21,286664784.99840003,5.14
2012-12-22,273306504.4992,5.21
2012-12-23,270150427.23840004,5.18
2012-12-24,279104879.0016,5.11
2012-12-25,276168993.1776,5.09
2012-12-26,271300315.85279995,5.03
2012-12-27,277392278.9376,4.9
2012-12-28,274725515.98080003,4.91
2012-12-29,291337736.6016,4.85
2012-12-30,283704433.4592,4.98
2012-12-31,289820862.2592,4.83
2013-01-01,288181659.34080005,4.84
2013-01-02,273306504.4992,4.74
2013-01-03,246100629.1968,4.72
2013-01-04,242675429.0688,4.58
2013-01-05,253415878.0416,4.52
2013-01-06,272792724.48,4.47
2013-01-07,276707238.912,4.32
2013-01-08,278566633.2672,4.25
2013-01-09,275753076.0192,4.28
2013-01-10,276927430.34879994,4.23
2013-01-11,281233396.224,3.96
2013-01-12,288499713.6384,3.72
2013-01-13,271716233.0112,3.72
2013-01-14,273575627.3664,3.64
2013-01-15,277343347.50719994,3.61
2013-01-16,282554544.8448,3.49
2013-01-17,281600381.952,3.38
2013-01-18,278688961.8432,3.28
2013-01-19,267679390.0032,3.24
2013-01-20,259874826.8544,3.35
2013-01-21,266456104.2432,3.37
2013-01-22,272156615.8848,3.32
2013-01-23,270101495.808,3.45
2013-01-24,274921241.7024,3.48
2013-01-25,274529790.2592,3.48
2013-01-26,287888070.7584,3.46
2013-01-27,278909153.28,3.59
2013-01-28,275826473.1648,3.63
2013-01-29,297772219.69920003,3.55
2013-01-30,307558505.7792,3.51
2013-01-31,303374868.48,3.56
2013-02-01,300023065.4976,3.65
2013-02-02,292683350.9376,3.64
2013-02-03,270223824.38400006,3.73
2013-02-04,264596709.888,3.8
2013-02-05,265550872.78080004,3.84
2013-02-06,261293838.336,3.91
2013-02-07,262150138.36800003,3.94
2013-02-08,254003055.2064,4.02
2013-02-09,216961962.3936,3.95
2013-02-10,186722338.4064,3.95
2013-02-11,196826678.784,3.85
2013-02-12,194208847.25759995,3.92
2013-02-13,191982467.1744,3.98
2013-02-14,191175098.5728,4.0
2013-02-15,189364635.648,4.0
2013-02-16,180361252.4544,3.93
2013-02-17,136102773.6576,3.91
2013-02-18,142732982.47680002,3.79
2013-02-19,,3.78
2013-02-20,,3.71
2013-02-21,146745359.7696,3.58
2013-02-22,145155088.2816,3.6
2013-02-23,131380890.624,3.71
2013-02-24,152348008.5504,3.64
2013-02-25,166807246.23360002,3.66
2013-02-26,160788680.2944,3.71
2013-02-27,167247629.1072,3.74
2013-02-28,167516751.97439998,3.81
2013-03-01,164018154.70080003,3.84
2013-03-02,143613748.224,3.92
2013-03-03,129130044.8256,3.96
2013-03-04,144861499.6992,3.84
2013-03-05,134781625.03680003,3.83
2013-03-06,133411544.98560002,3.8
2013-03-07,127857827.6352,3.86
2013-03-08,141901148.16000003,4.01
2013-03-09,143907336.80639997,4.1
2013-03-10,147185742.64319998,4.13
2013-03-11,156262522.98239997,4.18
2013-03-12,163063991.80800003,4.18
2013-03-13,163284183.24479997,4.23
2013-03-14,167663546.26560003,4.36
2013-03-15,174269289.3696,4.47
2013-03-16,169278283.46879998,4.53
2013-03-17,170893020.672,4.54
2013-03-18,179186898.12479997,4.49
2013-03-19,172189703.57759997,4.43
2013-03-20,183786452.5824,4.45
2013-03-21,179235829.5552,4.51
2013-03-22,190000744.2432,4.54
2013-03-23,194013121.53599995,4.53
2013-03-24,196679884.49280003,4.51
2013-03-25,199468976.0256,4.44
2013-03-26,196141638.7584,4.48
2013-03-27,195236407.296,4.6
2013-03-28,194282244.4032,4.77
2013-03-29,192545178.624,4.82
2013-03-30,178844378.112,4.98
2013-03-31,160617420.28800002,5.23
2013-04-01,163602237.54240003,5.5
2013-04-02,164703194.7264,5.83
2013-04-03,164703194.7264,6.04
2013-04-04,182807823.9744,6.17
2013-04-05,201744287.5392,6.36
2013-04-06,227041837.056,6.66
2013-04-07,245709177.7536,6.74
2013-04-08,253538206.6176,6.68
2013-04-09,270957795.84,6.86
2013-04-10,266260378.5216,6.78
2013-04-11,248302543.5648,6.53
2013-04-12,229439477.1456,6.32
2013-04-13,237880148.8896,6.13
2013-04-14,236363274.5472,5.98
2013-04-15,235139988.7872,6.02
2013-04-16,229684134.2976,5.98
2013-04-17,224962251.26400003,5.94
2013-04-18,199150921.728,6.0
2013-04-19,208056442.0608,6.2
2013-04-20,208888276.3776,6.26
2013-04-21,207567127.7568,6.38
2013-04-22,216105662.3616,6.51
2013-04-23,219188342.4768,6.74
2013-04-24,223836828.3648,7.05
2013-04-25,216913030.9632,7.34
2013-04-26,216913030.9632,7.63
2013-04-27,217402345.2672,7.78
2013-04-28,217940591.0016,7.86
2013-04-29,218919219.6096,7.87
2013-04-30,219188342.4768,8.06
2013-05-01,217671468.1344,8.1
2013-05-02,229561805.72160003,8.3
2013-05-03,225965345.5872,8.46
2013-05-04,223812362.6496,8.51
2013-05-05,228240657.1008,8.66
2013-05-06,235164454.5024,8.92
2013-05-07,260462004.0192,9.36
2013-05-08,284120350.6176,9.74
2013-05-09,304182237.0816,10.04
2013-05-10,336819501.1584,10.49
2013-05-11,369946079.53920007,11.03
2013-05-12,379316448.46079993,11.13
2013-05-13,396246723.3792,10.93
2013-05-14,412761081.1392,11.1
2013-05-15,431110367.5392,11.26
2013-05-16,435587593.4207999,11.03
2013-05-17,436615153.4592,10.88
2013-05-18,446597165.2608,10.59
2013-05-19,452322142.6176,10.81
2013-05-20,451588171.16160005,11.03
2013-05-21,440480736.4608,11.18
2013-05-22,451196719.7184,10.75
2013-05-23,469937457.5616,10.2
2013-05-24,466683517.44,10.37
2013-05-25,465778285.9776,10.32
2013-05-26,447013082.4192,10.13
2013-05-27,446083385.2416,10.43
2013-05-28,420198658.56,10.52
2013-05-29,425507718.7584,10.45
2013-05-30,414400284.0576,10.74
2013-05-31,413568449.7408,11.04
2013-06-01,411439932.5184,11.03
2013-06-02,401139866.4192,10.07
2013-06-03,403390712.2176001,7.55
2013-06-04,405714955.16160005,11.68
2013-06-05,400014443.52,12.02
2013-06-06,395928669.0816,12.4
2013-06-07,401237729.28,12.89
2013-06-08,394509657.6,12.88
2013-06-09,385432877.2608,13.08
2013-06-10,385041425.8176,13.67
2013-06-11,382276800.0,14.18
2013-06-12,360673573.47839993,14.58
2013-06-13,349443810.2016,14.42
2013-06-14,336819501.1584,14.15
2013-06-15,330091429.4784,14.16
2013-06-16,326005655.04,14.18
2013-06-17,328036309.40160006,14.35
2013-06-18,328354363.6992,14.25
2013-06-19,339779852.69759995,13.8
2013-06-20,382986305.7408,13.58
2013-06-21,407549883.8016,13.62
2013-06-22,420810301.44,13.65
2013-06-23,440480736.4608,13.54
2013-06-24,436713016.32,13.73
2013-06-25,424578021.5808,13.34
2013-06-26,416944718.4384,13.31
2013-06-27,404198080.8192,13.24
2013-06-28,421128355.7376,13.46
2013-06-29,432847433.3184,13.95
2013-06-30,471283071.8976,14.28
2013-07-01,477595226.4192,14.68
2013-07-02,479846072.2176,15.2
2013-07-03,478011143.5776,15.75
2013-07-04,470769291.8784,16.28
2013-07-05,495528595.6608,16.61
2013-07-06,455771808.4608,15.92
2013-07-07,457411011.3792,16.03
2013-07-08,449043736.7808,16.33
2013-07-09,448529956.7616,16.65
2013-07-10,427122455.96160007,16.58
2013-07-11,415623569.8176,16.08
2013-07-12,408063663.8208,16.42
2013-07-13,399304937.7792,16.7
2013-07-14,389934568.8576,16.15
2013-07-15,384625508.6592,15.69
2013-07-16,378606942.72,16.63
2013-07-17,362288310.6816001,16.73
2013-07-18,359743876.3008,16.45
2013-07-19,361187353.4976,16.83
2013-07-20,335889803.9808,17.24
2013-07-21,327840583.68000007,17.48
2013-07-22,334764381.0816,17.5
